기간,구분,성별,합계,동북아시아,동북아시아,동북아시아,동북아시아,동북아시아,동북아시아,동남아시아,동남아시아,동남아시아,동남아시아,동남아시아,동남아시아,동남아시아,동남아시아,동남아시아,동남아시아,동남아시아,서남아시아,서남아시아,서남아시아,서남아시아,서남아시아,서남아시아,중앙아시아,중앙아시아,중앙아시아,중앙아시아,중앙아시아,아시아(기타),북미,북미,유럽,유럽,유럽,유럽,유럽,오세아니아,중남미,아프리카,기타
기간,구분,성별,합계,소계,중국,중국(한국계),대만,일본,몽골,소계,베트남,필리핀,태국,인도네시아,캄보디아,미얀마,말레이시아,라오스,동티모르,기타,소계,스리랑카,파키스탄,방글라데시,네팔,기타,소계,우즈베키스탄,카자흐스탄,키르기스탄,기타,아시아(기타),미국,캐나다,소계,러시아,러시아(한국계),영국,기타,오세아니아,중남미,아프리카,기타
2018,마포구,계,"12,776","7,524","3,701","2,069","1,023",653,78,"1,281",387,96,473,87,33,14,115,9,***,65,221,14,37,17,53,100,256,40,192,19,5,74,"1,693",377,911,107,20,105,679,186,92,161,***
2018,마포구,남자,"5,375","2,855","1,338",896,416,177,28,383,120,22,132,18,11,***,50,***,***,25,157,12,27,10,31,77,144,20,110,10,***,42,951,186,380,31,6,73,270,94,42,141,***
2018,마포구,여자,"7,401","4,669","2,363","1,173",607,476,50,898,267,74,341,69,22,13,65,6,***,40,64,***,10,7,22,23,112,20,82,9,***,32,742,191,531,76,14,32,409,92,50,20,***
2018,양천구,계,"5,681","4,046",759,"2,983",139,93,72,654,279,119,195,7,25,12,10,***,***,***,52,20,15,9,6,***,82,25,53,***,***,***,479,166,102,43,***,24,33,69,10,18,***
2018,양천구,남자,"2,594","1,945",364,"1,479",73,8,21,151,54,32,33,5,9,11,6,***,***,***,44,20,13,5,***,***,34,6,25,***,***,***,250,62,56,23,***,14,19,35,***,11,***
2018,양천구,여자,"3,087","2,101",395,"1,504",66,85,51,503,225,87,162,***,16,***,***,***,***,***,8,***,***,***,***,***,48,19,28,***,***,***,229,104,46,20,***,10,14,34,6,7,***
2018,강서구,계,"9,179","6,212","1,156","4,542",191,219,104,"1,074",350,138,317,45,68,85,58,9,***,***,126,5,18,19,15,69,209,76,118,12,***,8,751,217,342,90,21,56,175,126,68,45,***
2018,강서구,남자,"4,347","2,749",476,"2,117",89,31,36,429,95,32,104,24,47,77,46,***,***,***,87,***,15,14,11,43,118,37,76,***,***,6,442,130,216,47,6,36,127,82,53,34,***
2018,강서구,여자,"4,832","3,463",680,"2,425",102,188,68,645,255,106,213,21,21,8,12,7,***,***,39,***,***,5,***,26,91,39,42,9,***,***,309,87,126,43,15,20,48,44,15,11,***
2018,구로구,계,"45,686","43,455","6,255","36,805",126,156,113,"1,110",460,97,319,28,51,85,61,8,***,***,131,14,39,24,12,42,204,79,113,11,***,10,342,116,216,79,29,25,83,50,21,29,***
2018,구로구,남자,"25,064","23,955","3,123","20,705",55,23,49,417,163,33,79,17,24,63,36,***,***,***,107,14,33,21,7,32,128,53,68,6,***,***,199,76,116,43,12,18,43,28,9,24,***
2018,구로구,여자,"20,622","19,500","3,132","16,100",71,133,64,693,297,64,240,11,27,22,25,6,***,***,24,***,6,***,5,10,76,26,45,5,***,6,143,40,100,36,17,7,40,22,12,5,***
2018,금천구,계,"27,524","25,963","2,912","22,802",42,72,135,981,390,129,307,33,64,51,6,***,***,***,103,14,16,15,49,9,124,38,67,17,***,***,146,35,119,65,12,6,36,22,13,14,***
2018,금천구,남자,"14,990","14,208","1,451","12,656",15,10,76,424,132,61,117,23,36,51,***,***,***,***,81,12,14,13,35,7,69,20,39,9,***,***,90,17,70,38,7,6,19,15,7,7,***
2018,금천구,여자,"12,534","11,755","1,461","10,146",27,62,59,557,258,68,190,10,28,***,***,***,***,***,22,***,***,***,14,***,55,18,28,8,***,***,56,18,49,27,5,***,17,7,6,7,***
2018,영등포구,계,"49,151","46,427","5,888","40,050",257,178,54,962,270,86,291,101,64,130,13,***,***,***,127,15,24,10,43,35,96,26,61,8,***,12,894,234,233,59,23,27,124,104,22,38,***
2018,영등포구,남자,"26,406","25,014","3,050","21,798",118,22,26,440,92,19,100,51,52,118,5,***,***,***,104,14,21,9,35,25,50,12,34,***,***,6,484,108,104,16,6,19,63,56,10,29,***
2018,영등포구,여자,"22,745","21,413","2,838","18,252",139,156,28,522,178,67,191,50,12,12,8,***,***,***,23,***,***,***,8,10,46,14,27,***,***,6,410,126,129,43,17,8,61,48,12,9,***
2018,동작구,계,"17,321","13,984","4,581","9,036",107,136,124,"1,486",837,76,413,40,35,10,44,8,***,21,138,27,53,9,10,39,187,57,109,18,***,16,640,189,356,71,8,23,254,92,62,170,***
2018,동작구,남자,"8,117","6,612","2,003","4,518",30,19,42,471,282,16,101,14,17,***,24,6,***,6,92,12,37,6,7,30,106,32,61,11,***,10,366,85,181,17,***,15,145,41,31,122,***
2018,동작구,여자,"9,204","7,372","2,578","4,518",77,117,82,"1,015",555,60,312,26,18,7,20,***,***,15,46,15,16,***,***,9,81,25,48,7,***,6,274,104,175,54,***,8,109,51,31,48,***
2018,관악구,계,"25,418","20,724","3,347","16,736",130,253,258,"1,709",646,129,521,106,68,54,120,22,***,43,300,13,54,33,35,165,413,126,253,28,6,108,833,199,745,153,50,78,464,81,102,203,***
2018,관악구,남자,"11,872","9,764","1,432","8,176",34,39,83,521,197,21,124,38,42,30,46,9,***,14,204,8,42,25,21,108,205,60,132,10,***,57,495,104,295,43,20,41,191,42,40,144,***
2018,관악구,여자,"13,546","10,960","1,915","8,560",96,214,175,"1,188",449,108,397,68,26,24,74,13,***,29,96,5,12,8,14,57,208,66,121,18,***,51,338,95,450,110,30,37,273,39,62,59,***
2018,서초구,계,"7,143","2,065",706,"1,070",95,160,34,497,97,117,154,14,24,26,38,7,***,20,96,***,9,***,8,74,193,40,141,7,5,106,"2,452",637,741,50,11,104,576,241,42,72,***
2018,서초구,남자,"3,604",960,425,444,38,38,15,161,34,15,33,***,20,22,18,5,***,10,69,***,7,***,7,52,125,21,95,***,5,65,"1,377",260,385,20,5,60,300,125,19,57,***
2018,서초구,여자,"3,539","1,105",281,626,57,122,19,336,63,102,121,10,***,***,20,***,***,10,27,***,***,***,***,22,68,19,46,***,***,41,"1,075",377,356,30,6,44,276,116,23,15,***
2018,강남구,계,"8,814","2,752","1,135","1,197",81,273,66,580,137,63,210,28,43,44,36,***,***,16,114,***,19,***,16,72,186,48,128,7,***,98,"3,496",792,452,61,***,103,285,253,27,64,***
2018,강남구,남자,"4,623","1,273",673,474,37,78,11,274,60,21,79,7,33,43,24,***,***,7,90,***,12,***,12,60,112,25,81,***,***,59,"2,042",349,246,20,***,61,164,129,14,35,***
2018,강남구,여자,"4,191","1,479",462,723,44,195,55,306,77,42,131,21,10,***,12,***,***,9,24,***,7,***,***,12,74,23,47,***,***,39,"1,454",443,206,41,***,42,121,124,13,29,***
2018,송파구,계,"10,123","6,393","1,050","4,941",85,207,110,776,268,77,257,22,54,70,16,6,***,6,88,6,6,11,11,54,126,43,72,8,***,85,"1,657",460,284,42,14,50,178,169,47,38,***
2018,송파구,남자,"4,937","3,058",498,"2,433",34,42,51,314,86,20,88,7,29,70,12,***,***,***,65,5,***,9,5,43,56,17,36,***,***,42,931,192,136,14,***,29,89,91,25,27,***
2018,송파구,여자,"5,186","3,335",552,"2,508",51,165,59,462,182,57,169,15,25,***,***,5,***,5,23,***,***,***,6,11,70,26,36,6,***,43,726,268,148,28,10,21,89,78,22,11,***
2018,강동구,계,"6,384","4,570",652,"3,581",32,117,188,771,327,81,236,***,81,28,9,***,***,***,94,30,23,10,***,27,99,41,48,10,***,13,490,159,76,29,8,18,21,77,17,17,***
2018,강동구,남자,"3,034","2,140",283,"1,761",12,11,73,291,96,17,71,***,72,28,***,***,***,***,74,28,16,9,***,19,63,28,32,***,***,5,272,79,45,17,***,13,12,45,10,9,***
2018,강동구,여자,"3,350","2,430",369,"1,820",20,106,115,480,231,64,165,***,9,***,6,***,***,***,20,***,7,***,***,8,36,13,16,7,***,8,218,80,31,12,5,5,9,32,7,8,***
2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
